order_id,account_id,amount,payment_method,order_date,status
ORD_296f76c415,ACC_L0063,380.62,wallet,2026-08-20T03:57:00,delivered
ORD_fd820c56bc,ACC_L0192,678.01,upi,2026-08-09T09:11:00,delivered
ORD_5753ef84ab,ACC_L0069,3891.03,card,2026-07-29T02:42:00,delivered
ORD_acf487ffd2,ACC_RING_A2_3,2437.3,upi,2026-06-21T07:13:00,returned
ORD_9777407250,ACC_N2_1,4500.33,card,2026-07-23T08:12:00,delivered
ORD_a609a0484d,ACC_L0193,4867.71,netbanking,2026-06-01T10:58:00,delivered
ORD_4d89d4e840,ACC_L0151,3034.78,card,2026-06-22T04:17:00,delivered
ORD_51c5c89f2c,ACC_N1_1,2362.54,upi,2026-07-29T19:37:00,delivered
ORD_4f67c4b22f,ACC_L0028,3140.37,upi,2026-07-30T14:28:00,delivered
ORD_f99792d6bc,ACC_N3_2,5125.82,netbanking,2026-08-21T15:28:00,delivered
ORD_c5a0fd4214,ACC_RING_C2_3,1974.28,upi,2026-07-20T15:17:00,returned
ORD_00d02aa517,ACC_L0256,3463.19,upi,2026-08-05T04:28:00,delivered
ORD_ccf00e7b13,ACC_L0010,5871.21,upi,2026-06-11T23:31:00,delivered
ORD_a7630ab45c,ACC_L0237,5890.81,upi,2026-08-27T11:58:00,delivered
ORD_a4b7c8c2c9,ACC_N5_3,4620.83,card,2026-08-26T21:31:00,delivered
ORD_6af0ad81c5,ACC_L0095,800.44,netbanking,2026-08-10T23:38:00,delivered
ORD_0a2147de19,ACC_L0126,808.98,upi,2026-08-04T14:17:00,delivered
ORD_3df49417da,ACC_RING_B2_3,1517.81,upi,2026-07-14T15:43:00,delivered
ORD_d2483a5aca,ACC_L0231,3203.61,card,2026-07-16T20:51:00,delivered
ORD_20a3385bf8,ACC_L0257,2809.66,card,2026-08-06T11:24:00,delivered
ORD_ef86497e80,ACC_L0176,3860.62,card,2026-06-20T17:20:00,delivered
ORD_f3b78f2fc0,ACC_RING_A2_1,1765.32,wallet,2026-06-22T06:07:00,returned
ORD_f59f62b1c1,ACC_L0018,3443.51,card,2026-06-10T00:29:00,delivered
ORD_a551211eef,ACC_L0170,564.35,wallet,2026-06-16T13:44:00,delivered
ORD_13662f691e,ACC_L0052,1211.71,wallet,2026-08-06T20:28:00,returned
ORD_e2f20d1c57,ACC_L0093,5615.62,card,2026-08-22T15:55:00,delivered
ORD_1d6e8b2c5e,ACC_L0208,1166.36,upi,2026-06-18T16:56:00,delivered
ORD_fab7abc9f1,ACC_N4_2,2845.21,card,2026-07-02T10:49:00,delivered
ORD_d27b47e929,ACC_RING_C2_2,2454.57,upi,2026-07-20T21:10:00,returned
ORD_2a597913be,ACC_L0055,2849.47,card,2026-06-12T07:53:00,returned
ORD_89633a8dbb,ACC_L0201,3450.84,upi,2026-07-30T08:14:00,delivered
ORD_4c421b69f4,ACC_N1_3,5635.75,wallet,2026-08-17T17:52:00,delivered
ORD_7b75e10182,ACC_L0110,5746.4,wallet,2026-08-03T20:34:00,delivered
ORD_45db154f61,ACC_L0228,1988.29,upi,2026-07-27T01:04:00,delivered
ORD_0fc0da7973,ACC_L0152,5178.12,upi,2026-07-27T10:27:00,delivered
ORD_191ecee168,ACC_L0084,2698.71,wallet,2026-06-12T13:54:00,delivered
ORD_9ba08a9426,ACC_L0150,4708.14,upi,2026-07-20T00:18:00,delivered
ORD_50e055c93c,ACC_N2_1,2343.92,upi,2026-08-13T16:07:00,delivered
ORD_122a919141,ACC_L0154,3113.68,wallet,2026-08-16T15:37:00,delivered
ORD_8d84b4b4a9,ACC_L0054,5302.95,wallet,2026-08-10T04:59:00,delivered
ORD_299e386fb1,ACC_N5_2,5034.4,netbanking,2026-07-01T08:13:00,delivered
ORD_7686f517a8,ACC_L0057,239.78,upi,2026-07-27T03:33:00,returned
ORD_9d712ea7c3,ACC_L0223,3837.32,netbanking,2026-08-29T04:13:00,delivered
ORD_d42874776d,ACC_L0142,5679.35,card,2026-08-07T01:53:00,delivered
ORD_ccc6654288,ACC_L0047,5672.92,wallet,2026-06-06T01:35:00,delivered
ORD_2ee9237348,ACC_L0053,3997.31,wallet,2026-07-22T16:52:00,disputed
ORD_292b08516c,ACC_L0149,180.39,netbanking,2026-07-20T10:23:00,delivered
ORD_44fd0d92db,ACC_L0157,4830.29,upi,2026-06-03T10:41:00,delivered
ORD_5bd162b87d,ACC_L0240,5240.19,upi,2026-06-26T19:55:00,delivered
ORD_5449ddbbd5,ACC_L0026,826.53,upi,2026-07-11T13:38:00,disputed
ORD_80692d02dd,ACC_L0138,1468.27,upi,2026-06-24T17:30:00,delivered
ORD_8e07ef4783,ACC_L0045,2515.75,upi,2026-07-28T00:05:00,delivered
ORD_7f48123b54,ACC_L0004,477.24,card,2026-08-27T10:53:00,delivered
ORD_e14de770c9,ACC_L0145,1572.77,upi,2026-06-11T11:25:00,delivered
ORD_af50762d39,ACC_L0125,5613.45,card,2026-06-23T13:56:00,delivered
ORD_ab48a87494,ACC_L0080,441.11,card,2026-06-07T04:10:00,delivered
ORD_dbb96403db,ACC_L0045,3387.82,netbanking,2026-07-10T21:37:00,delivered
ORD_e3a5e20b71,ACC_L0153,1565.82,upi,2026-08-26T15:08:00,delivered
ORD_2eb2b6ba74,ACC_L0159,1243.72,netbanking,2026-08-13T03:51:00,returned
ORD_cfaffee312,ACC_L0047,2944.72,card,2026-06-24T01:16:00,returned
ORD_8c1c24ca33,ACC_N0_0,1243.4,netbanking,2026-08-05T20:17:00,delivered
ORD_b2ba19090c,ACC_L0091,4471.07,card,2026-06-13T16:49:00,delivered
ORD_063209de34,ACC_RING_A2_3,1283.83,netbanking,2026-06-23T12:02:00,disputed
ORD_8fda16a474,ACC_RING_B2_0,2291.4,wallet,2026-07-15T02:09:00,returned
ORD_bbcca5709d,ACC_L0051,4243.44,netbanking,2026-07-27T03:29:00,delivered
ORD_03ec3eedc8,ACC_RING_C1_0,1119.6,card,2026-08-09T16:42:00,delivered
ORD_cc8f33f345,ACC_L0046,3599.08,netbanking,2026-06-28T23:30:00,delivered
ORD_9e2fe91037,ACC_L0229,2771.38,wallet,2026-06-11T14:28:00,delivered
ORD_8faf6f97ab,ACC_L0112,446.04,wallet,2026-07-05T14:15:00,delivered
ORD_d8aa24057d,ACC_L0006,5985.59,wallet,2026-08-14T12:23:00,delivered
ORD_4f57530f08,ACC_L0045,4261.7,netbanking,2026-07-25T23:35:00,delivered
ORD_8172868dbc,ACC_L0014,701.81,wallet,2026-07-02T15:51:00,delivered
ORD_38ee2bff79,ACC_L0059,4267.76,card,2026-06-12T13:06:00,delivered
ORD_a7eee886bf,ACC_L0053,4026.11,wallet,2026-07-13T13:44:00,delivered
ORD_4ed991d525,ACC_L0003,1776.15,netbanking,2026-06-11T07:55:00,delivered
ORD_f99d2f5597,ACC_L0198,3309.73,netbanking,2026-08-29T17:46:00,returned
ORD_4283ac60ef,ACC_L0172,4551.81,wallet,2026-06-28T02:57:00,delivered
ORD_d564bc04e3,ACC_L0209,5050.27,netbanking,2026-08-15T17:22:00,delivered
ORD_fe0ad15fb9,ACC_L0065,4095.28,wallet,2026-06-19T07:55:00,delivered
ORD_e58ab3fa08,ACC_L0039,5583.99,wallet,2026-06-21T09:06:00,delivered
ORD_978a628092,ACC_L0077,3435.28,netbanking,2026-06-17T17:03:00,delivered
ORD_af34d48ce3,ACC_L0199,3806.78,wallet,2026-07-25T02:18:00,delivered
ORD_cbc2814a41,ACC_L0187,2744.07,upi,2026-06-03T02:12:00,returned
ORD_bc1a4f4140,ACC_RING_C2_2,2150.46,card,2026-07-22T21:35:00,delivered
ORD_790594d46a,ACC_L0061,773.92,wallet,2026-07-09T06:24:00,returned
ORD_9637672f39,ACC_L0030,3102.95,wallet,2026-07-27T19:52:00,delivered
ORD_4d89194e7d,ACC_L0088,3929.84,card,2026-06-14T10:45:00,delivered
ORD_833938a847,ACC_L0213,1667.64,wallet,2026-06-04T20:31:00,disputed
ORD_dd89186004,ACC_L0099,3674.35,upi,2026-06-11T23:27:00,delivered
ORD_8fa5917155,ACC_RING_B1_3,1474.92,card,2026-08-29T14:34:00,delivered
ORD_fec62ac60c,ACC_L0161,1244.53,wallet,2026-08-11T05:31:00,delivered
ORD_0f8ebb2261,ACC_L0239,4738.2,netbanking,2026-08-22T17:24:00,delivered
ORD_11f497b0b7,ACC_L0164,1794.35,upi,2026-06-27T01:36:00,delivered
ORD_395f7f57d4,ACC_L0079,3462.98,wallet,2026-07-15T00:11:00,returned
ORD_0b555588a2,ACC_L0056,2094.77,wallet,2026-06-20T14:34:00,delivered
ORD_5098bc9a7d,ACC_L0106,4128.64,netbanking,2026-07-11T20:04:00,delivered
ORD_c168d8ecaa,ACC_RING_B2_2,1969.21,wallet,2026-07-14T03:59:00,returned
ORD_c012a68426,ACC_L0122,2004.69,netbanking,2026-08-30T06:44:00,delivered
ORD_6d439d97fb,ACC_L0183,1740.94,card,2026-08-29T23:20:00,delivered
ORD_15850ef976,ACC_L0181,2548.71,upi,2026-08-09T07:09:00,delivered
ORD_caf4936034,ACC_L0164,3754.48,upi,2026-08-30T19:40:00,delivered
ORD_606eba9afc,ACC_L0017,3773.38,wallet,2026-08-12T07:37:00,delivered
ORD_e2275c85cc,ACC_L0162,1134.02,wallet,2026-06-05T08:14:00,delivered
ORD_c28f72d9c9,ACC_L0233,3099.56,wallet,2026-07-28T14:42:00,delivered
ORD_f12059f365,ACC_L0051,1021.59,netbanking,2026-07-25T03:34:00,delivered
ORD_a74bed6265,ACC_L0256,5364.91,netbanking,2026-08-23T04:23:00,delivered
ORD_69c4829813,ACC_L0058,2475.28,card,2026-07-31T08:21:00,delivered
ORD_577258bfba,ACC_L0029,5754.1,wallet,2026-06-14T13:14:00,delivered
ORD_95c73e87d0,ACC_L0030,1666.27,upi,2026-06-21T23:55:00,delivered
ORD_c631c4a314,ACC_L0022,2309.91,upi,2026-08-28T04:34:00,delivered
ORD_a20aafe2f3,ACC_L0093,2778.52,upi,2026-07-07T02:48:00,delivered
ORD_f25f9cc8c8,ACC_L0153,4940.95,wallet,2026-07-27T09:53:00,delivered
ORD_1d74a70333,ACC_L0024,1601.78,upi,2026-07-23T21:55:00,delivered
ORD_267a3f3426,ACC_L0069,1763.91,card,2026-08-09T20:22:00,delivered
ORD_64f54587c4,ACC_L0214,5453.18,netbanking,2026-08-27T17:40:00,delivered
ORD_52d54ff923,ACC_L0138,3933.23,wallet,2026-07-20T07:16:00,delivered
ORD_660c8266b7,ACC_L0166,5282.31,wallet,2026-08-05T23:17:00,delivered
ORD_c1e792fb39,ACC_L0083,5025.12,netbanking,2026-08-08T22:14:00,delivered
ORD_cc81a56c4f,ACC_L0144,3247.09,netbanking,2026-08-08T17:26:00,delivered
ORD_edf39ae545,ACC_L0256,5893.84,upi,2026-08-24T07:54:00,returned
ORD_e4b7aee0e7,ACC_L0177,1722.27,card,2026-07-18T04:47:00,delivered
ORD_ec581de8f3,ACC_N1_1,5469.63,wallet,2026-06-14T00:12:00,delivered
ORD_431819acf2,ACC_L0249,5497.89,netbanking,2026-08-21T04:19:00,delivered
ORD_17d564bb88,ACC_L0038,4636.35,upi,2026-08-12T06:29:00,delivered
ORD_9776779875,ACC_L0098,4920.13,wallet,2026-07-11T09:32:00,delivered
ORD_e88a2ea860,ACC_N0_0,1497.53,netbanking,2026-08-17T22:52:00,delivered
ORD_602bec26e3,ACC_L0076,2646.57,netbanking,2026-07-22T13:46:00,delivered
ORD_8aaaae00aa,ACC_L0005,1393.87,wallet,2026-06-28T18:56:00,delivered
ORD_17f7dad5f6,ACC_L0164,1713.96,card,2026-07-12T22:18:00,delivered
ORD_f55cef880c,ACC_L0172,1599.55,card,2026-07-15T13:20:00,delivered
ORD_de79d88128,ACC_L0174,230.69,upi,2026-07-31T02:01:00,delivered
ORD_8fc699e5b1,ACC_L0057,2408.56,upi,2026-07-31T22:58:00,delivered
ORD_e729d63943,ACC_L0079,1957.56,netbanking,2026-06-04T05:17:00,delivered
ORD_fc6b6cbbc3,ACC_L0118,4729.99,upi,2026-08-16T15:16:00,returned
ORD_0bb83f38b7,ACC_L0052,4574.17,wallet,2026-08-26T08:36:00,delivered
ORD_23796e838a,ACC_L0094,627.39,upi,2026-08-04T11:15:00,delivered
ORD_0d379b9305,ACC_L0188,2683.96,wallet,2026-07-30T01:10:00,returned
ORD_72bd047a72,ACC_L0023,5306.28,card,2026-07-01T05:51:00,delivered
ORD_3b446948b9,ACC_L0107,1097.51,upi,2026-06-16T16:09:00,delivered
ORD_c2f4f96da7,ACC_L0104,3497.82,wallet,2026-07-01T15:01:00,delivered
ORD_65db0d9aa7,ACC_L0137,424.27,netbanking,2026-08-20T21:27:00,delivered
ORD_f693798a4b,ACC_L0154,1123.08,card,2026-06-14T07:42:00,delivered
ORD_51e5554658,ACC_L0239,2417.19,netbanking,2026-08-28T21:03:00,returned
ORD_2fbd497171,ACC_L0017,3120.8,upi,2026-08-04T16:10:00,delivered
ORD_f0ae922b2d,ACC_L0216,953.59,upi,2026-07-23T01:55:00,returned
ORD_069f6de863,ACC_L0086,4591.04,card,2026-06-26T05:38:00,delivered
ORD_57a9f3fb19,ACC_L0220,5698.51,wallet,2026-06-22T02:52:00,delivered
ORD_9e105395e1,ACC_L0221,1646.37,card,2026-08-23T01:24:00,returned
ORD_3d45120819,ACC_L0080,3701.39,wallet,2026-07-05T14:42:00,delivered
ORD_a37e6722ea,ACC_L0091,4660.92,upi,2026-06-20T05:11:00,delivered
ORD_2dccc80442,ACC_L0182,2605.92,card,2026-06-14T06:33:00,disputed
ORD_9a595d5f27,ACC_L0021,3377.33,wallet,2026-08-21T08:10:00,delivered
ORD_784788b972,ACC_L0212,2117.26,netbanking,2026-07-09T21:06:00,delivered
ORD_0dcdc78381,ACC_L0193,948.24,upi,2026-08-15T03:21:00,delivered
ORD_1987c3639d,ACC_L0054,451.93,netbanking,2026-08-19T15:40:00,delivered
ORD_4a15ee3b5b,ACC_RING_B2_3,1077.56,wallet,2026-07-15T14:56:00,delivered
ORD_f383a21470,ACC_L0170,1983.11,netbanking,2026-06-12T23:51:00,delivered
ORD_73a7be6edc,ACC_L0247,4956.47,netbanking,2026-06-23T08:35:00,delivered
ORD_aecb8ad0e2,ACC_RING_B1_3,936.11,upi,2026-08-28T01:18:00,returned
ORD_01dd04d845,ACC_L0128,2943.11,upi,2026-08-25T03:11:00,disputed
ORD_6c40d7a41c,ACC_L0023,5846.95,upi,2026-07-16T17:56:00,returned
ORD_e1ecaa04f9,ACC_L0232,1247.13,wallet,2026-07-23T03:16:00,delivered
ORD_767b0add17,ACC_L0136,1907.93,card,2026-06-19T21:33:00,delivered
ORD_15dc285b4a,ACC_L0102,4122.51,netbanking,2026-07-20T18:02:00,delivered
ORD_7a6514321b,ACC_L0113,4614.26,wallet,2026-07-12T18:46:00,delivered
ORD_fb66e509d3,ACC_RING_B1_0,1488.11,card,2026-08-28T22:11:00,returned
ORD_ed90d870a5,ACC_L0191,3566.34,upi,2026-06-08T15:33:00,delivered
ORD_f041d86d89,ACC_N4_0,551.41,card,2026-06-26T16:00:00,delivered
ORD_d0f8a44742,ACC_L0229,2365.03,upi,2026-06-07T16:14:00,delivered
ORD_4fc096f15c,ACC_L0141,3440.77,upi,2026-06-27T11:20:00,delivered
ORD_8ddd36df8e,ACC_L0031,2582.28,upi,2026-07-24T13:21:00,delivered
ORD_c9a812847c,ACC_L0156,5776.11,card,2026-08-01T03:18:00,delivered
ORD_4e96b6bbc3,ACC_L0203,5145.55,card,2026-07-31T09:05:00,delivered
ORD_a0c7d57077,ACC_L0044,2527.6,upi,2026-08-06T06:05:00,delivered
ORD_8d8f3fb6b8,ACC_L0231,1447.22,netbanking,2026-07-28T03:06:00,delivered
ORD_1e085368f1,ACC_L0093,2789.1,netbanking,2026-07-26T02:58:00,delivered
ORD_4091d8084a,ACC_L0055,1857.39,netbanking,2026-08-22T04:31:00,returned
ORD_abfea69a7e,ACC_L0195,5896.92,upi,2026-07-13T23:04:00,delivered
ORD_45ec553d15,ACC_L0048,1927.44,upi,2026-06-20T04:51:00,delivered
ORD_4ce425c03e,ACC_L0244,4553.04,wallet,2026-07-13T11:18:00,delivered
ORD_3c79c1d336,ACC_N4_1,3093.54,netbanking,2026-07-23T16:06:00,delivered
ORD_c048bbe22c,ACC_RING_A1_4,1447.5,upi,2026-08-02T18:14:00,delivered
ORD_ecb5a37bf2,ACC_L0033,1115.51,wallet,2026-08-25T21:51:00,delivered
ORD_e38b9fdce1,ACC_L0092,4880.45,wallet,2026-06-30T17:15:00,delivered
ORD_4c2c83af4e,ACC_L0078,822.08,netbanking,2026-06-14T11:54:00,delivered
ORD_89ec784f09,ACC_L0032,2207.79,wallet,2026-08-13T12:30:00,delivered
ORD_84ca7d8a81,ACC_L0104,1325.74,upi,2026-07-17T16:14:00,delivered
ORD_3019c1cabe,ACC_L0086,3803.45,netbanking,2026-08-27T18:41:00,delivered
ORD_257f934360,ACC_L0093,5257.06,card,2026-06-21T06:51:00,delivered
ORD_702c81d91d,ACC_L0141,3566.59,wallet,2026-06-19T00:16:00,delivered
ORD_549c15cff1,ACC_L0156,2168.06,card,2026-08-26T18:44:00,delivered
ORD_f8c5f89053,ACC_L0179,5166.29,wallet,2026-07-20T04:11:00,returned
ORD_45472e6ac4,ACC_L0086,3447.85,wallet,2026-06-23T20:31:00,delivered
ORD_c600813856,ACC_L0037,3784.81,upi,2026-06-04T07:12:00,delivered
ORD_6e44b69c71,ACC_L0229,4509.65,card,2026-07-28T10:07:00,disputed
ORD_55bc2c4760,ACC_L0254,1937.01,card,2026-08-01T14:28:00,delivered
ORD_3433d5e23a,ACC_L0220,5344.65,upi,2026-08-06T19:33:00,delivered
ORD_b44ba6c556,ACC_L0060,3881.74,wallet,2026-08-03T18:09:00,delivered
ORD_d021e6b432,ACC_L0207,4981.07,netbanking,2026-06-18T09:47:00,delivered
ORD_797b9b70e8,ACC_L0200,2920.39,card,2026-06-22T20:18:00,returned
ORD_13f51139e4,ACC_L0136,5202.82,card,2026-07-27T07:34:00,delivered
ORD_82061a258b,ACC_L0118,4811.02,card,2026-08-26T03:26:00,delivered
ORD_b026ce7ae4,ACC_L0138,1264.32,netbanking,2026-07-18T02:34:00,delivered
ORD_236375f2dc,ACC_L0004,5563.54,upi,2026-06-21T14:24:00,delivered
ORD_903725e170,ACC_L0238,2378.09,card,2026-07-25T00:33:00,delivered
ORD_8f1a18461f,ACC_L0156,4737.98,wallet,2026-06-19T11:19:00,delivered
ORD_47f16c268c,ACC_L0140,2877.57,netbanking,2026-08-10T10:49:00,delivered
ORD_87f3211dc6,ACC_RING_C2_1,1618.09,netbanking,2026-07-23T12:48:00,delivered
ORD_5ae3bf8494,ACC_L0192,4265.2,netbanking,2026-08-29T11:58:00,delivered
ORD_abef89049d,ACC_L0227,3726.45,upi,2026-06-24T19:24:00,delivered
ORD_152a038a8f,ACC_L0181,5281.61,netbanking,2026-08-09T11:40:00,delivered
ORD_eea005c3f7,ACC_L0114,1795.93,wallet,2026-06-28T18:22:00,delivered
ORD_1753e81cea,ACC_L0097,4762.84,netbanking,2026-07-18T08:47:00,delivered
ORD_daab3b7083,ACC_L0033,319.8,netbanking,2026-08-02T07:17:00,delivered
ORD_ad65522742,ACC_L0246,288.95,netbanking,2026-08-22T02:47:00,delivered
ORD_470dcf6a1a,ACC_L0223,4701.06,upi,2026-06-14T15:12:00,delivered
ORD_8d39434ca7,ACC_L0149,4313.31,upi,2026-06-10T02:17:00,delivered
ORD_5e4e1ea244,ACC_L0098,2302.91,wallet,2026-08-23T10:17:00,delivered
ORD_a5482efab0,ACC_L0100,2758.61,wallet,2026-06-11T10:42:00,delivered
ORD_84f0134198,ACC_RING_C1_4,821.45,upi,2026-08-08T04:43:00,delivered
ORD_a5bb77317f,ACC_RING_A1_3,1203.14,wallet,2026-08-02T20:50:00,returned
ORD_43faf9b90c,ACC_L0131,3009.64,wallet,2026-06-15T21:13:00,delivered
ORD_6182d545b5,ACC_L0248,2710.41,wallet,2026-08-17T02:18:00,delivered
ORD_55cd583ee4,ACC_RING_B1_4,1913.22,wallet,2026-08-28T02:10:00,delivered
ORD_0776c2839f,ACC_L0087,370.0,netbanking,2026-08-04T02:19:00,delivered
ORD_bee5765537,ACC_RING_A1_0,2324.9,netbanking,2026-08-04T03:36:00,disputed
ORD_7fdfddcdf2,ACC_L0127,2522.12,wallet,2026-06-23T19:54:00,delivered
ORD_942868a8ba,ACC_L0189,5325.22,upi,2026-07-20T04:26:00,delivered
ORD_79fadb251a,ACC_L0163,3346.17,wallet,2026-08-09T01:48:00,delivered
ORD_016ba78ddf,ACC_L0215,4503.63,netbanking,2026-08-23T02:14:00,delivered
ORD_1140a3186e,ACC_L0146,5228.48,wallet,2026-08-07T01:14:00,delivered
ORD_f5b8682547,ACC_L0105,4355.39,wallet,2026-06-09T09:25:00,disputed
ORD_fd92934cab,ACC_L0256,2471.19,card,2026-06-18T14:32:00,delivered
ORD_271b7240fd,ACC_L0194,4256.75,wallet,2026-06-17T05:46:00,delivered
ORD_b974dc484d,ACC_L0147,4952.28,card,2026-08-15T04:48:00,delivered
ORD_2677002bf0,ACC_L0056,3583.59,wallet,2026-06-01T09:46:00,delivered
ORD_46d321090d,ACC_RING_B2_3,1435.19,wallet,2026-07-13T21:19:00,delivered
ORD_8dc6957f48,ACC_L0172,3704.42,card,2026-07-02T17:38:00,delivered
ORD_d3de2b75b3,ACC_L0003,3768.34,netbanking,2026-06-11T17:18:00,delivered
ORD_555a34c999,ACC_L0049,4479.52,upi,2026-08-12T19:03:00,delivered
ORD_1facad1832,ACC_L0251,468.17,wallet,2026-06-24T21:51:00,delivered
ORD_f0592d54c0,ACC_L0077,756.06,upi,2026-06-07T09:38:00,delivered
ORD_9b9922932c,ACC_L0205,3283.46,netbanking,2026-08-12T03:50:00,delivered
ORD_1d0cd3e851,ACC_RING_B1_1,1338.69,netbanking,2026-08-27T12:52:00,delivered
